Time_number,Date,Agric,Food ,FabPr,Mach ,ElcEq,Autos,Guns ,Gold ,Mines,Coal 
1296,10/09/1968,0.006975614,0.001099395,9.9995E-05,-0.008233805,0.00548493,0.011730923,0.03246719,0.008563231,-0.007729798,0.024790169
1297,12/09/1968,0.001698557,-0.001801622,-0.003305457,0.001498876,0.007571265,0.006876304,0.048504409,0.008464078,-0.002603386,0.000899595
1298,13/09/1968,0.002995509,0.002796087,0.001199281,0.006379607,-0.005816885,0.014593002,-0.012173801,-0.005615739,-0.001300846,-0.003305457
1299,16/09/1968,0.016365354,0.00059982,0.002197584,0.004091618,-0.000700245,-0.001701447,-0.004409708,0.003394233,0.01242252,-0.006621876
1300,17/09/1968,0.024497472,0.010544214,-0.007528266,-0.00060018,-0.000500125,0.001199281,-0.005113049,0.002696362,0.002596626,-0.001200721
1301,19/09/1968,0.010841023,0.003493889,0.003693172,0.016562088,-0.008838949,-0.002803927,0.006478966,-0.002002003,0.020194707,-0.009343515
1302,20/09/1968,0.004589452,0.001199281,-0.001501126,0.01093994,0.002596626,0.014790085,0.015184135,-0.01308524,0.012718772,0.002397125
1303,23/09/1968,-0.005917474,0.002796087,0.016365354,-0.002302649,0.016955441,0.003394233,-0.000300045,-0.01399751,-0.005515181,-0.010252376
1304,24/09/1968,0.007273484,0.003792798,0.008166563,-0.005515181,0.008563231,-0.010555514,-0.002402885,-0.008132983,-0.007830579,-0.003205131
1305,26/09/1968,0.004888034,0.007372754,-0.003506139,0.003792798,0,-0.002703652,0.009455159,-0.003907625,0.001099395,0.025570276
1306,27/09/1968,-0.001400981,0.005584378,0.004489905,0.008563231,-0.003506139,0.007868958,-0.00040008,-0.014606152,0.011928571,0.023618866
1307,30/09/1968,-0.009040745,0.00039992,0.001698557,0.002197584,-0.002703652,0.006975614,0.01222497,-0.003205131,0.01212618,-0.013591954
1308,01/10/1968,-0.005515181,0.003493889,-0.001601281,0.002696362,-0.00080032,0.006578315,0.017250353,0.004688989,-0.013287894,-0.001501126
1309,03/10/1968,-0.002302649,0.004191205,0.011038847,0.000499875,0.009950331,0,0.015774919,0.003493889,-0.002202424,0.01350835
1310,04/10/1968,-0.001200721,0.006379607,0.006677655,0.002197584,0.00019998,-0.003807238,-0.016637641,0.011533236,-0.003907625,-0.00080032
1311,07/10/1968,0.026154957,-0.001300846,0.003693172,-0.006521217,-0.005213567,-0.005716307,-0.011566636,0.009950331,0.003394233,0.001299156
1312,08/10/1968,-0.009646377,-0.001901807,-0.005213567,-0.004008021,-0.004912044,0.003194891,-0.025625548,-0.010454458,-0.012882626,-0.002402885
1313,10/10/1968,0.015676479,0.000499875,0.003095205,0.002796087,0.009950331,0.001698557,-0.003807238,0.004589452,0.002895803,-0.005917474
1314,11/10/1968,0.024107075,0.00019998,-0.01349059,-0.002402885,0.000899595,0.003493889,-0.009141658,-0.004309272,-0.006319929,0.002696362
1315,14/10/1968,0.023130417,0.001399021,0.003892415,0.002696362,-0.002603386,0.005584378,-0.019386714,-0.010454458,0.005882663,-0.008738066
1316,15/10/1968,0.012817504,0.005385472,-0.013693327,0.001299156,-0.00471108,0.013212331,0.002397125,-0.02040681,-0.004610613,-0.013287894
1317,17/10/1968,0.01202738,0.002097798,-0.011263192,0.003992021,0.00249688,0.018330957,0.00039992,-0.004208845,0.008067371,-0.004610613
1318,18/10/1968,-0.007024615,0.002995509,0.006677655,0.010544214,-0.00471108,0.0009995,0.022054991,0.003194891,0.006280238,0.000299955
1319,21/10/1968,-0.009848336,-0.001901807,0.007472015,0.003194891,0.002297359,-0.008435479,0.002097798,0.008364916,-0.003405793,-0.006319929
1320,22/10/1968,0.017250353,-0.006521217,-0.009848336,-0.000300045,-0.005515181,-0.014504686,-0.008233805,-0.006521217,-0.002904213,-0.008637193
1321,24/10/1968,0.005186527,0.003394233,0.003294567,0.003593536,0.001299156,0.003693172,-0.005515181,-0.005012542,0.017545179,-0.013693327
1322,25/10/1968,-0.008939842,-0.004208845,0.008364916,-0.006823225,-0.002904213,-0.008435479,0.016168581,0.007472015,0.006876304,0.003394233
1323,28/10/1968,-0.017553159,-0.005917474,-0.003907625,-0.003205131,-0.009343515,0.004489905,-0.024497632,0.004390348,-0.017858518,-0.00020002
1324,29/10/1968,-0.008334637,0.001598721,-0.007024615,0.003394233,0.004489905,0.01093994,0.00796817,-0.010858743,-0.003606496,0.007472015
1325,31/10/1968,-0.008637193,-0.005414633,-0.003004509,-0.003506139,-0.009242581,-0.005716307,0.009851316,-0.001901807,-0.003004509,0.00039992
1326,01/11/1968,-0.001501126,-0.002904213,0.001498876,-0.001801622,-0.005917474,0.001598721,0.013607003,0.009257021,-0.004610613,-0.016739324
1327,04/11/1968,0.013113639,0.002796087,0.007174204,0.003095205,0.006578315,0.007273484,0.016463726,-0.006823225,-0.004912044,0.002596626
1328,06/11/1968,-0.009444459,-0.000100005,0.002596626,-0.000100005,0.003394233,0.011038847,0.001399021,-0.003405793,-0.002102208,0.00019998
1329,07/11/1968,0.003493889,0.004290781,0.003693172,0.01064316,0.001099395,-0.000700245,0.039413002,0.006578315,0.002097798,0.00796817
1330,08/11/1968,-0.008132983,0.016365354,0.001998003,0.002397125,0.010742097,0.001299156,0.006578315,0.005882663,0.010247316,0.017545179
1331,12/11/1968,0.01439588,0.006776984,-0.00020002,0.006280238,0.01400152,-0.010454458,0.001698557,0.038258712,0.00019998,0.001099395
1332,13/11/1968,-0.017654935,0.0009995,-0.003807238,0,0.003194891,-0.01095984,-0.004208845,0.024985253,0.00019998,0.002995509
1333,14/11/1968,0.002796087,0.001598721,-0.001801622,0.002297359,0.008761506,0.005087039,0.008959741,0.023716527,0.016758784,0.016168581
1334,15/11/1968,0.008761506,-0.002202424,0.017250353,0.001099395,-0.004510155,-0.00080032,0.016857117,-0.007326775,-0.006722546,0.011236632
1335,18/11/1968,0.033531483,0.006180859,0.005584378,0.003792798,0.013113639,-0.009242581,-0.00471108,-0.014200349,0.004191205,-0.002904213
1336,19/11/1968,0.00548493,0.000699755,-0.005414633,-0.001300846,0.004489905,-0.012882626,-0.007024615,0.027031339,0.008959741,0.013705647
1337,21/11/1968,0.004589452,0.005286004,-0.001200721,0.004888034,0.001998003,0.006876304,0.009752291,-0.019794627,0.00796817,0.00039992
1338,22/11/1968,0.001798382,0.003992021,-0.001501126,0.005087039,-0.001801622,0.001199281,0.007670506,-0.001300846,0.009257021,0.012521281
1339,25/11/1968,0.019998687,0.004489905,0.013804281,0.00608147,0.00019998,-0.003004509,0.004489905,-0.011667805,0.009950331,0.004688989
1340,26/11/1968,0.005683816,-0.000300045,-0.001200721,0.005783245,0.00039992,-0.006521217,0.005683816,0.009157938,0.028781801,0.01400152
1341,27/11/1968,-0.007226045,0.012718772,0.007174204,0.005087039,0.004091618,0.005087039,0.022250609,0.014494446,0.015873349,0.003792798
1342,29/11/1968,0.003992021,0.003394233,-0.009848336,-0.001400981,-0.0062193,0.009851316,-0.004912044,0.01202738,0.010544214,-0.008032172
1343,02/12/1968,-0.002002003,0.004390348,-0.008738066,0.001498876,0.000899595,-0.003104815,-0.003004509,0.012718772,0.012521281,0.002796087
1344,03/12/1968,-0.002102208,0.002297359,-0.002102208,-0.000700245,-0.007125325,-0.008838949,-0.010555514,0.028198654,-0.01308524,0.009455159
1345,05/12/1968,0.004589452,-0.00080032,-0.004208845,0.002297359,0.002995509,0.006876304,-0.00020002,-0.002703652,0.002197584,-0.001601281
1346,06/12/1968,0.008364916,-0.001901807,0.008761506,0.002596626,0.002197584,-0.006823225,-0.000300045,0.004191205,-0.001400981,0.001598721
1347,09/12/1968,-0.006722546,-0.002904213,-0.00040008,0.005783245,0.000499875,-0.000700245,0.01093994,0.010148331,-0.005917474,-0.00250313
1348,10/12/1968,-0.001400981,9.9995E-05,0.013804281,0.001299156,-0.004208845,-0.003405793,0.019018006,0.00079968,0.005385472,0.013409687
1349,12/12/1968,-0.001801622,0.006180859,0.001798382,-0.003104815,0.006180859,0.00548493,0.012817504,-0.000500125,0.006180859,0.020194707
1350,13/12/1968,-0.016637641,0.0009995,0.000299955,0.001498876,-0.007125325,-0.012072581,0.005982072,-0.004309272,0.000299955,0.002796087
1351,16/12/1968,-0.014200349,-0.002402885,-0.007830579,-0.006923915,-0.00060018,-0.005816885,-0.027679569,0.013113639,0,0.002297359
1352,17/12/1968,-0.01582455,-0.000100005,0.005385472,-0.00040008,-0.005314095,-0.002002003,-0.003305457,0.004987542,0.015184135,0.004688989
1353,19/12/1968,-0.005213567,0.000699755,0.00548493,-0.000700245,-0.006319929,-0.003305457,-0.004912044,0.002895803,-0.011162065,-0.00080032
1354,20/12/1968,0.001698557,-0.007125325,-0.011971372,-0.014098924,-0.021019367,-0.005515181,-0.002202424,-0.000700245,-0.00793137,-0.024600117
1355,23/12/1968,0.011632084,-0.002803927,0.002995509,-0.000300045,-0.003606496,-0.001601281,-0.003706862,-0.003807238,0.004888034,-0.008536331
1356,24/12/1968,0.025277807,0.00079968,0.023618866,0.001199281,0.005783245,0.000299955,-0.007024615,-0.00040008,0.00039992,-0.011263192
1357,26/12/1968,-0.01572296,-0.00250313,0.001598721,-0.003205131,0.006379607,-0.00060018,0.002097798,-0.004912044,-0.00250313,0.00079968
1358,27/12/1968,0.007074914,-0.010050336,-0.028811082,-0.013896105,-0.015621381,-0.006722546,-0.038844784,-0.016332655,-0.003205131,-0.005414633
1359,30/12/1968,0.003693172,-0.002102208,0.007074914,0.002596626,0.007074914,-0.002803927,0.016463726,0.00039992,0.008464078,0.006379607
1360,31/12/1968,0.01222497,0.002696362,-0.009444459,0.003792798,0.01133551,0.008662373,-0.006319929,0.002197584,0.024790169,0.007769737
1361,02/01/1969,0.002596626,-0.002703652,0.01212618,0.003593536,0.006776984,0.008761506,0.00249688,0.005783245,-0.000100005,0.003693172
1362,03/01/1969,-0.03894875,-0.016637641,-0.009444459,-0.014606152,-0.030562306,-0.017146159,-0.018469516,-0.009848336,-0.030665414,-0.027165668
1363,06/01/1969,-0.016231013,-0.013794711,-0.013896105,-0.017349638,-0.009141658,-0.019080888,-0.018775155,-0.011870173,-0.020202707,-0.001701447
1364,07/01/1969,0.002895803,-0.006621876,-0.011566636,-0.005515181,-0.005012542,-0.015519812,-0.019998647,0.001798382,-0.009444459,0.001099395
1365,08/01/1969,0.015085637,0.004489905,0.006677655,0.002895803,0.002796087,0.006578315,0.00548493,0.013014937,0.000699755,-0.010252376
1366,09/01/1969,0.002596626,0.004489905,-0.011060947,0.001898197,-0.007729798,-0.009040745,-0.001100605,0.014198719,-0.006823225,0.001598721
1367,10/01/1969,-0.015519812,-0.006319929,-0.014504686,-0.009848336,-0.013186562,-0.001801622,-0.014809116,-0.00060018,0.000299955,-0.023370986
1368,13/01/1969,0.001998003,0.005186527,-0.000300045,0.002097798,0.003593536,0.007074914,0.030820142,0.002596626,0.016168581,0.002197584
1369,14/01/1969,0.009356095,0.002097798,0.01064316,0.002995509,0.005982072,0.006379607,0.016463726,0.004788517,0.006379607,0.011928571
1370,15/01/1969,0.016266972,0.002895803,0.01960653,0.003892415,0.012620031,0.002895803,0.000699755,-0.020100672,0.004987542,0.006578315
1371,16/01/1969,0.010841023,0.00249688,-0.00471108,-0.001601281,0.005186527,0.01242252,0.010247316,0.001598721,-0.003907625,0.00039992
1372,17/01/1969,0.01212618,-0.005314095,0.007273484,0.000699755,-0.001200721,-0.004610613,0.006975614,0.006578315,-0.001300846,-0.008637193
1373,20/01/1969,0.010544214,-0.0010005,-0.011870173,0.000899595,0.00019998,-0.005716307,-0.005917474,-0.004610613,-0.012173801,0.006578315
1374,21/01/1969,0.03333806,-0.001701447,0.015085637,0.004191205,0.004987542,0.004987542,-0.003205131,0.011730923,-0.003205131,0.013113639
1375,22/01/1969,0.003294567,0.003992021,0.005584378,0.007472015,0.009851316,0.011236632,0.007273484,-0.024497632,0.001898197,0.03237038
1376,23/01/1969,-0.001501126,9.9995E-05,0.003693172,-0.001501126,0.001199281,-0.002002003,-0.00060018,-0.004510155,-0.002603386,0.005882663
1377,24/01/1969,-0.016332655,0.004987542,0.00019998,0.004589452,-0.002703652,-0.005816885,-0.002904213,-0.005113049,-0.000100005,-0.011971372
1378,27/01/1969,-0.00250313,0.002796087,-0.005314095,-0.001701447,-0.0010005,-0.002703652,-0.004108428,-0.000700245,-0.004811557,-0.009141658
1379,28/01/1969,0.017348638,0.006578315,-0.011667805,0.004788517,-0.006118681,-0.004811557,-0.009444459,0.00019998,-0.00060018,-0.001901807
1380,29/01/1969,-0.007226045,-0.00060018,-0.004108428,0.00249688,-0.00020002,-0.004409708,-0.004008021,0.02264173,0,0.002696362
1381,30/01/1969,0.003095205,0.002097798,-0.00040008,0.001598721,-0.009646377,0.01133551,-0.005113049,0.006180859,-0.00040008,0.00796817
1382,31/01/1969,0.006478966,0.001498876,-0.01095984,0.000499875,0.009455159,0.001798382,0.009653257,-0.004108428,0.002696362,0.008959741
1383,03/02/1969,0.004191205,-0.001801622,0.004987542,-0.003305457,0.003095205,0.000899595,0.013014937,-0.009040745,0.002995509,0.000299955
1384,04/02/1969,0.006478966,0.00079968,0.003493889,-0.001601281,-0.005816885,0.006876304,-0.013186562,-0.016129382,-0.003004509,-0.01572296
1385,05/02/1969,-0.00040008,-0.001400981,0.012817504,0.003992021,0.006379607,0.010841023,-0.005917474,-0.009949331,0.009356095,0.021370026
1386,06/02/1969,-0.001801622,-0.0010005,0.015282624,0.003892415,0.002796087,0.004688989,-0.003104815,-0.003506139,-0.003305457,0.013607003
1387,07/02/1969,0.002097798,-0.005314095,-0.01065658,-0.001300846,0.01400152,-0.007830579,-0.004811557,-0.001200721,-0.006823225,-0.012578782
1388,11/02/1969,-0.005515181,-0.002803927,-0.012578782,-0.001601281,0.00059982,0.002895803,-0.004912044,0.019704583,-0.00040008,0.016365354
1389,12/02/1969,-0.017044435,0.002696362,0.0009995,0,-0.006823225,0.001099395,0.002197584,-0.012072581,-0.007226045,0.000899595
1390,13/02/1969,-0.002904213,-0.001300846,-0.008334637,-0.002402885,0.00039992,-0.001701447,-0.000100005,-0.014606152,0.001299156,-0.003104815
1391,14/02/1969,0.003294567,-0.011971372,-0.019896632,-0.009141658,-0.008334637,-0.017858518,-0.006118681,0.013014937,-0.016231013,-0.017553159
1392,17/02/1969,-0.002302649,-0.012983928,-0.019386714,-0.012781334,-0.009343515,0.002995509,-0.014504686,0.010049336,-0.021019367,-0.01399751
1393,18/02/1969,-0.00040008,-0.005213567,0.000299955,-0.007125325,-0.004309272,-0.011566636,-0.001801622,-0.004912044,-0.010858743,-0.006722546
1394,19/02/1969,-0.035316345,-0.005314095,-0.007427516,-0.010050336,-0.014504686,-0.006018072,-0.009646377,-0.013794711,-0.006018072,-0.01308524
1395,20/02/1969,-0.037494204,-0.01136433,-0.016739324,-0.015215166,-0.011060947,-0.008939842,-0.025933382,0.023521195,-0.009747351,-0.032419891
1396,24/02/1969,-0.014606152,-0.005615739,-0.006018072,-0.01136433,-0.009848336,-0.005113049,0.000299955,-0.020713042,-0.013186562,-0.017247893
1397,25/02/1969,0.003394233,0.002197584,-0.007629027,0.001099395,0.002397125,0.007074914,-0.001100605,-0.004912044,0.010346292,-0.013389237
1398,26/02/1969,-0.008233805,-0.001501126,-0.000700245,-0.003405793,-0.003907625,-0.007125325,-0.020304753,-0.000100005,-0.009949331,0.00019998
1399,27/02/1969,0.001998003,0.000299955,0.008166563,0.002895803,-0.005615739,-0.0010005,-0.007427516,-0.004610613,0.002097798,0.008464078
1400,28/02/1969,-0.001601281,-0.003706862,0.002397125,-0.000900405,0.004091618,0.003593536,0.004888034,0.003294567,-0.007830579,-0.018978967
1401,03/03/1969,0.004589452,0.006677655,0.018919885,0.009554213,0.006776984,0.01350835,0.013804281,0.007174204,0.007868958,-0.011263192
1402,04/03/1969,0.013902905,-0.00040008,-0.00250313,0.008464078,0.002297359,0.010841023,0.007571265,0.044303926,0.003095205,-0.010050336
1403,05/03/1969,-0.007125325,-0.012882626,-0.029737818,-0.012882626,-0.013693327,-0.019896632,-0.014910613,0.009554213,-0.013389237,-0.020917248
1404,06/03/1969,0.012916225,-0.003305457,0.001698557,-0.003907625,-0.004912044,0.002397125,-0.007024615,-0.011667805,-0.002002003,-0.004108428
1405,07/03/1969,0.004191205,0.003493889,-0.002803927,0.004987542,-0.000500125,0.011928571,0.016463726,0.004888034,-0.002603386,-0.004108428
1406,10/03/1969,0.019410394,0.004489905,0.000899595,0.007372754,0.003892415,0.008166563,0.011137744,-0.007830579,0.005982072,-0.002102208
1407,11/03/1969,-0.016637641,-0.006722546,-0.012072581,-0.004108428,-0.000700245,0.001898197,0.00059982,-0.021938908,-0.004912044,0.007769737
1408,12/03/1969,-0.009949331,-0.008939842,-0.014606152,-0.001901807,-0.012882626,-0.010555514,-0.014098924,0.011038847,-0.016739324,0.005087039
1409,13/03/1969,-0.000300045,-0.005816885,-0.002102208,-0.002603386,-0.001801622,-0.009545413,0.007868958,-0.008536331,-0.010555514,-0.002703652
1410,14/03/1969,0.00548493,0.003194891,0.007868958,0.00019998,-0.001501126,0.007174204,-0.007528266,-0.014809116,0.010742097,-0.005816885
1411,17/03/1969,0.006776984,0.005683816,0.005186527,0.003693172,0.003792798,-0.001701447,-0.004610613,-0.005615739,0.004888034,-0.012578782
1412,18/03/1969,-0.002603386,0.002895803,0.000499875,0.00548493,0.007074914,0.001299156,-0.005213567,0.00548493,0.003892415,-0.008233805
1413,19/03/1969,0.001898197,0.010841023,0.014100124,0.005683816,0.017348638,0.005385472,0.000899595,0.014888612,0.0009995,0.004788517
1414,20/03/1969,-0.002904213,-0.002603386,-0.001200721,-0.002002003,-0.000900405,-0.002102208,0.000499875,0.009157938,-0.001300846,0.01222497
1415,21/03/1969,-0.002703652,-0.006319929,0.004489905,0.000299955,-0.006621876,0.001798382,-0.001300846,-0.007024615,-0.001901807,0.015676479
1416,24/03/1969,0.009950331,-0.001200721,-0.001400981,0,0.009356095,0.008959741,-0.009747351,-0.005615739,-0.003907625,-0.000300045
1417,25/03/1969,0.018036362,0.002596626,0.017643435,0.004489905,-0.000300045,0.006478966,-0.001100605,-0.01959065,0.011533236,-0.022859294
1418,26/03/1969,-0.001300846,0.008166563,-0.006621876,0.004489905,0.011632084,0.007074914,0.020586634,0.004788517,-0.003305457,0.018527305
1419,27/03/1969,0.007273484,0.003294567,0.001299156,0.00548493,0.012817504,0.001299156,0.014691549,0.016562088,-0.003907625,-0.00080032
1420,28/03/1969,0.013113639,-0.00080032,0.002097798,-0.000300045,-0.001501126,-0.008536331,-0.006521217,0.010346292,-0.003606496,0.000899595
1421,01/04/1969,-0.027473977,-0.002202424,-0.009343515,-0.006823225,-0.009646377,-0.007125325,-0.013794711,-0.002402885,-0.008738066,-0.036560255
1422,02/04/1969,-0.005213567,-0.001300846,-0.006923915,-0.003205131,-0.008838949,0.00019998,-0.002703652,0.011236632,0.010049336,-0.008032172
1423,03/04/1969,-0.004610613,-0.0062193,-0.015215166,-0.004510155,-0.00020002,-0.009040745,-0.019794627,-0.018163971,-0.011667805,-0.010353412
1424,07/04/1969,-0.004008021,0.00059982,-0.003305457,0.0009995,0.00059982,0.00249688,-0.001501126,-0.009949331,0.011236632,-0.007125325
1425,08/04/1969,0.006975614,0.003194891,9.9995E-05,0.011137744,0.006180859,0.008265744,0.00019998,-0.004008021,0.003892415,-0.000700245
1426,09/04/1969,0.002197584,0.004091618,0.010049336,0.006379607,-0.0010005,0.001099395,0.006876304,-0.010757657,0.001498876,0.002995509
1427,10/04/1969,0.009058844,0.004191205,0.01133551,-0.001400981,-0.004008021,0.00039992,-0.008939842,0.015873349,-0.003807238,-0.004309272
1428,11/04/1969,-0.017044435,0.00059982,-0.006118681,0.004489905,0.00019998,-0.00020002,0.005783245,-0.001200721,0.005584378,0.002596626
1429,14/04/1969,-0.014098924,0.000699755,0.0009995,-0.003606496,-0.006319929,-0.003104815,0.000499875,-0.012781334,-0.004912044,-0.018265809
1430,15/04/1969,-0.011566636,-0.003506139,-0.008939842,-0.008637193,-0.012173801,-0.009545413,-0.005615739,0.003095205,-0.012578782,-0.017858518
1431,16/04/1969,-0.009444459,0.009058844,0.010247316,-0.004108428,0.01232375,-0.000300045,-0.013794711,-0.011263192,-0.002603386,0.017250353
1432,17/04/1969,9.9995E-05,0.001798382,0.000899595,0.001199281,-0.002603386,-0.005816885,0.012718772,-0.006521217,0.005087039,0.01242252
1433,18/04/1969,-0.01501212,-0.005716307,-0.012983928,-0.013693327,-0.02081514,-0.00793137,0.021957167,-0.004208845,0.002397125,-0.000900405
1434,21/04/1969,-0.000100005,0.002397125,-0.008233805,-0.005816885,-0.0010005,0.009157938,-0.001501126,0.007571265,0.005087039,-0.021427947
1435,22/04/1969,0.006478966,0.005186527,-0.012983928,-0.00250313,0.00608147,-0.004208845,0.017643435,0.014297305,0.002696362,-0.0010005
1436,23/04/1969,-0.010454458,0.002297359,-0.016332655,0.003593536,-0.001801622,-0.001701447,-0.003606496,0.021370026,-0.005213567,-0.025625548
1437,24/04/1969,0.002995509,0.004489905,-0.012578782,0.000499875,0.002596626,0.005286004,-0.00040008,0.019900662,0.005087039,-0.009848336
1438,25/04/1969,-0.012173801,-0.002002003,-0.001200721,0.001998003,0.003792798,0.002397125,-0.012983928,0.017446914,-0.007226045,-0.004008021
1439,28/04/1969,0.019214219,0.001798382,0.003095205,0.005286004,0.002097798,0.016168581,0.022934971,-0.012983928,0.003992021,0.007273484
1440,29/04/1969,0.023716527,0.005385472,0.014691549,0.01350835,0.027712439,0.010148331,0.008464078,0.005286004,0.007273484,0.010445258
1441,30/04/1969,0.020292703,0.009752291,-0.011263192,0.004589452,-0.002102208,0.00548493,-0.005213567,0.001998003,-0.004108428,0.00039992
1442,01/05/1969,-0.008435479,0.005186527,0.001798382,0.007472015,-0.005816885,0.008959741,-0.001100605,-0.008233805,0.009356095,-0.023166278
1443,02/05/1969,0.000299955,0.002596626,0.011730923,0.001898197,0.011533236,0.007472015,-0.002904213,-0.011162065,0.004788517,0.022739487
1444,05/05/1969,0.0009995,0.000899595,0.001199281,0.008067371,0.005783245,0.003294567,-0.002703652,-0.006521217,-0.002102208,0.042484612
1445,06/05/1969,-0.028811082,-0.003104815,-0.016231013,-0.007226045,-0.000700245,-0.009242581,-0.004108428,0.031692447,-0.004108428,0.006975614
1446,07/05/1969,0.002995509,0.001498876,-0.007830579,-0.002703652,0.001498876,0.008662373,-0.009646377,0.008265744,0.008563231,-0.010555514
1447,08/05/1969,0.017152059,-0.002302649,0.017152059,-0.002402885,0.006677655,0.003394233,-0.0010005,-0.009141658,-0.002102208,-0.01582455
1448,09/05/1969,-0.006118681,-0.001300846,-0.014606152,-0.005314095,-0.005213567,0.000899595,-0.01095984,-0.018265809,-0.005515181,0.000499875
1449,12/05/1969,0.006280238,0.005982072,-0.010252376,0.001698557,0.004888034,0.00019998,0.012817504,0.004191205,0.007571265,-0.006722546
1450,13/05/1969,0.019214219,0.008860628,0.009752291,0.002097798,-0.002803927,0.011137744,0.033918218,0.024204689,0.017938145,-0.003907625
1451,14/05/1969,-0.007326775,0.00059982,0.007868958,0.00079968,-0.006018072,-0.008939842,-0.014910613,-0.008233805,0.011137744,-0.012578782
1452,15/05/1969,-0.005917474,-0.002603386,0.002297359,0.004987542,-0.002904213,-0.002402885,-0.006923915,0.003792798,0.004091618,0.005087039
1453,16/05/1969,-0.004409708,-0.004409708,0.000699755,-0.003606496,-0.008939842,-0.004510155,-0.003405793,-0.00793137,-0.010050336,-0.021121497
1454,19/05/1969,-0.011263192,-0.006823225,0.001498876,-0.01095984,-0.003004509,-0.005917474,-0.005917474,-0.002302649,-0.017654935,-0.017756722
1455,20/05/1969,0.002397125,0.002995509,0.014494446,0.001898197,0.00608147,0.002197584,0.002596626,0.005087039,0.008464078,0.020684591
1456,21/05/1969,0.008265744,0.005385472,-0.003706862,0.00039992,0.00019998,0.0009995,0.003693172,0.011434378,-0.012072581,0.02039069
1457,22/05/1969,-0.000500125,0.001199281,-0.001100605,0.001698557,0.0009995,0.00079968,0.010445258,0.01242252,-0.001300846,0.005982072
1458,23/05/1969,-0.010252376,9.9995E-05,-0.003305457,0.00039992,-0.002803927,-0.004108428,-0.014200349,0.005385472,-0.004108428,0.003095205
1459,26/05/1969,-0.003205131,-0.007024615,-0.021223636,-0.007326775,-0.005917474,-0.010252376,-0.01959065,-0.015926151,-0.013693327,0.001998003
1460,27/05/1969,-0.015316704,-0.002002003,-0.017654935,-0.005113049,-0.005213567,-0.004108428,0.01212618,0.015282624,0.005186527,-0.015215166
1461,28/05/1969,-0.001300846,-0.00040008,0.004390348,-0.001400981,0.003892415,0.004589452,-0.000300045,0.000299955,0.010841023,0.000499875
1462,29/05/1969,-0.027885203,-0.006118681,0.009058844,-0.005515181,-0.004912044,-0.005414633,-0.002904213,-0.009343515,-0.014504686,-0.02388294
1463,02/06/1969,-0.006521217,0.001399021,-0.018265809,-0.002402885,-0.000500125,0.000499875,-0.019998647,-0.003506139,-0.000300045,-0.006621876
1464,03/06/1969,-0.005213567,-0.001100605,-0.011870173,0.001698557,-0.002402885,-0.005716307,-0.000900405,-0.003205131,-0.006621876,-0.001701447
1465,04/06/1969,0.012718772,-0.000300045,-0.002803927,0.003493889,0.002796087,-0.001400981,0.001598721,-0.007830579,-0.002803927,-0.006319929
1466,05/06/1969,-0.003506139,-0.001200721,-0.005012542,-0.009242581,-0.007729798,-0.001501126,-0.029531803,-0.032523192,-0.005314095,-0.008233805
1467,06/06/1969,-0.013389237,-0.009444459,-0.012477522,-0.008637193,-0.002402885,-0.006420568,-0.018265809,-0.013287894,-0.014809116,-0.011162065
1468,09/06/1969,-0.008536331,-0.008637193,-0.006621876,-0.007226045,-0.007528266,-0.006118681,-0.015215166,0.014593002,-0.015215166,-0.003706862
1469,10/06/1969,-0.008132983,-0.009141658,-0.010757657,-0.011465478,-0.020917248,-0.006923915,-0.016231013,0.008959741,-0.017349638,-0.02583076
1470,11/06/1969,-0.01136433,-0.015113638,-0.014301785,-0.022347864,-0.019488677,-0.013389237,-0.041134543,-0.002603386,-0.018775155,-0.001501126
1471,12/06/1969,-0.000700245,0.001998003,-0.004811557,0.006776984,-0.003305457,0.001598721,0.00249688,0.008761506,0.005286004,0.012718772
1472,13/06/1969,0.005783245,-0.005515181,-0.015519812,-0.007226045,-0.003506139,-0.002202424,0.005783245,-0.006319929,-0.007629027,-0.025420377
1473,16/06/1969,-0.008032172,-0.005917474,-0.011971372,-0.012275031,-0.017756722,0.001299156,-0.021019367,-0.00250313,-0.004409708,-0.002302649
1474,17/06/1969,-0.017858518,-0.000100005,-0.007024615,0.000499875,0.002197584,-0.007528266,-0.012882626,-0.031387473,-0.001601281,0.015873349
1475,18/06/1969,0.008067371,-0.004610613,-0.022961612,-0.009646377,-0.008738066,-0.011566636,-0.019794627,-0.041342964,-0.015621381,0.00079968
1476,19/06/1969,0.011137744,-0.002603386,-0.019692633,-0.005515181,-0.006722546,-0.007326775,0.002895803,-0.042281392,-0.011263192,0.006677655
1477,20/06/1969,-0.025522957,-0.010757657,-0.003506139,-0.012376271,0.006180859,-0.004610613,-0.008838949,-0.027268427,-0.014809116,-0.01349059
1478,23/06/1969,0.005087039,0.011236632,0.009554213,0.010544214,0.01813457,0.011434378,0.013804281,0.011829752,0.016562088,0.002995509
1479,24/06/1969,0.015676479,-0.003305457,-0.004208845,-0.005716307,-0.002102208,-0.00020002,-0.002803927,-0.016231013,-0.014504686,-0.002102208
1480,25/06/1969,-0.026652031,0.002197584,-0.003907625,0.001698557,0.005982072,-0.010151351,0.007868958,0.034208171,0.002596626,-0.020508877
